"id","accession","organism","geographic_location","source_type","isolation_notes","collection_year","isolation_source","host","public_accession","project_accession","project_name","collected_by","sequenced_by","strain","attribute_package","isolate_name_alias","ifsac_category","serotype2","host_disease","collection_date","source_type_full"
605," SAMN04913893","Escherichia coli","USA:WA","animal","Macaca nigra (ape)",NA,"ape","Macaca nigra (Celebes ape)",NA,NA,NA,NA,NA,"MOD1-ECOR46","environmental/food/other","ECOR46; CFSAN038968","other animal",NA,NA,NA,"wild animal"
606," SAMN04498509","Escherichia coli","USA:WA","food","raw cow milk",2016,"raw cow milk",NA,NA,NA,NA,"WA",NA,"WAPHL-ECO-A00005","environmental/food/other","CFSAN046794","dairy",NA,NA,"2016-02","food"
607," SAMN04279467","Escherichia coli","USA:WA","animal","duck feces duck",2007,"feces duck","duck",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"MOD1-EC5129","environmental/food/other","7.0113","veterinary clinical/research| poultry",NA,NA,"2007-02-02","wild animal"
608," SAMN04279339","Escherichia coli","USA:WA","animal","goose feces goose",2001,"feces goose","goose",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"MOD1-EC5011","environmental/food/other","1.393","veterinary clinical/research| other poultry",NA,NA,"2001-09-05","wild animal"
609," SAMN04158364","Escherichia coli","USA:WA","animal","Giraffa camelopardalis (giraffe)",NA,"giraffa camelopardalis","Giraffa camelopardalis (giraffe)",NA,NA,NA,NA,NA,"MOD1-ECOR27","environmental/food/other","ECOR27; CFSAN038949","wild animal",NA,NA,NA,"wild animal"
610," SAMN04158360","Escherichia coli","USA:WA","animal","elephant",NA,"elephant",NA,NA,NA,NA,NA,NA,"MOD1-ECOR23","environmental/food/other","ECOR23; CFSAN038945","other animal",NA,NA,NA,"wild animal"
611," SAMN04158356","Escherichia coli","USA:WA","animal","Macaca nigra (ape)",NA,"celebe ape (Macaca nigra)","Macaca nigra (Celebes ape)",NA,NA,NA,NA,NA,"MOD1-ECOR19","environmental/food/other","ECOR19; CFSAN038941","other animal",NA,NA,NA,"wild animal"
612," SAMN04158355","Escherichia coli","USA:WA","animal","Macaca nigra (ape)",NA,"celebe ape (Macaca nigra)","Macaca nigra (Celebes ape)",NA,NA,NA,NA,NA,"MOD1-ECOR18","environmental/food/other","ECOR18; CFSAN038940","other animal",NA,NA,NA,"wild animal"
640," SAMN03216756","Escherichia coli","USA:WA","animal","animal calf bob veal",2014,"animal calf bob veal",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS1400374",NA,"CFSAN027222","veterinary clinical/research| cow","O26",NA,"2014","animal"
641," SAMN03216754","Escherichia coli","USA:WA","animal","animal calf bob veal",2014,"animal calf bob veal",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS1400372",NA,"CFSAN027220","veterinary clinical/research| cow","O103",NA,"2014","animal"
642," SAMN03216753","Escherichia coli","USA:WA","animal","animal calf bob veal",2014,"animal calf bob veal",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS1400371",NA,"CFSAN027219","veterinary clinical/research| cow","O26",NA,"2014","animal"
643," SAMN02628653","Escherichia coli","USA:WA","food","skinless boneless chicken breast",2013,"skinless boneless chicken breast",NA,NA,NA,NA,"AZ",NA,"AZ-TG73595","environmental/food/other",NA,"chicken",NA,NA,"2013-07-18","food"
644," SAMN02628618","Escherichia coli","USA:WA","food","skinless boneless chicken breast",2013,"skinless boneless chicken breast",NA,NA,NA,NA,"AZ",NA,"AZ-TG73455","environmental/food/other",NA,"chicken",NA,NA,"2013-07-16","food"
645," SAMN02628615","Escherichia coli","USA:WA","food","skinless boneless chicken breast",2013,"skinless boneless chicken breast",NA,NA,NA,NA,"AZ",NA,"AZ-TG73443","environmental/food/other",NA,"chicken",NA,NA,"2013-07-16","food"
646," SAMN02628613","Escherichia coli","USA:WA","food","whole chicken breast",2013,"whole chicken breast",NA,NA,NA,NA,"AZ",NA,"AZ-TG73435","environmental/food/other",NA,"chicken",NA,NA,"2013-07-16","food"
647," SAMN02628582","Escherichia coli","USA:WA","food","skinless boneless chicken breast",2013,"skinless boneless chicken breast",NA,NA,NA,NA,"AZ",NA,"AZ-TG73311","environmental/food/other",NA,"chicken",NA,NA,"2013-07-10","food"
648," SAMN02628537","Escherichia coli","USA:WA","food","whole chicken breast",2013,"whole chicken breast",NA,NA,NA,NA,"AZ",NA,"AZ-TG73131",NA,NA,"chicken",NA,NA,"2013-07-08","food"
649," SAMN02628536","Escherichia coli","USA:WA","food","whole chicken breast",2013,"whole chicken breast",NA,NA,NA,NA,"AZ",NA,"AZ-TG73127",NA,NA,"chicken",NA,NA,"2013-07-08","food"
650," SAMN29445096","Escherichia coli","USA:WA","animal","Animal-Swine-Sow (cecal)",2022,"Animal-Swine-Sow (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12212713",NA,NA,NA,NA,NA,"2022","animal"
651," SAMN08744317","Escherichia coli","USA:WA","animal","raw turkey dog food",2018,"raw turkey dog food",NA,"CFSAN078297","PRJNA230969","GenomeTrakr","FDA","United States Food and Drug Administration|Office of Regulatory Affairs|Southeast Food and Feed Laboratory","FDA1042727-004-007","environmental/food/other","CFSAN078297;FDA00012754","animal feed",NA,NA,"2018-02-28","animal"
652," SAMN28115252","Escherichia coli","USA:WA","animal","Animal-Cattle-Steer (cecal)",2022,"Animal-Cattle-Steer (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12211277",NA,NA,NA,NA,NA,"2022","animal"
653," SAMN28115246","Escherichia coli","USA:WA","animal","Animal-Sheep-Mature Sheep (cecal)",2022,"Animal-Sheep-Mature Sheep (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12211281",NA,NA,NA,NA,NA,"2022","animal"
654," SAMN26900703","Escherichia coli","USA:WA","food","Animal-Cattle-Beef Cow (cecal)",2022,"Animal-Cattle-Beef Cow (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12210207",NA,NA,NA,NA,NA,"2022","food"
655," SAMN26582956","Escherichia coli","USA:WA","animal","Animal-Cattle-Heifer (cecal)",2021,"Animal-Cattle-Heifer (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12208506",NA,NA,NA,NA,NA,"2021","animal"
656," SAMN14503662","Escherichia coli","USA:WA","animal","Bos taurus",1995,NA,"Bos taurus",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"95.0110",NA,"MOD1-EC7488",NA,NA,NA,"1995","animal"
657," SAMN14503491","Escherichia coli","USA:WA","animal","Neogale vison (mink)",1995,NA,"Neogale vison (mink)",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"95.4128",NA,"MOD1-EC7316",NA,NA,NA,"1995","wild animal"
658," SAMN12438607","Escherichia coli","USA:WA","animal","Duck",2020,NA,"Duck",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"7.1142",NA,NA,NA,NA,NA,"2007","wild animal"
659," SAMN12438604","Escherichia coli","USA:WA","animal","Duck",2020,NA,"Duck",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"7.0116",NA,NA,NA,NA,NA,"2007","wild animal"
660," SAMN12438603","Escherichia coli","USA:WA","animal","Duck",2020,NA,"Duck",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"7.0115",NA,NA,NA,NA,NA,"2007","wild animal"
661," SAMN12438602","Escherichia coli","USA:WA","animal","Duck",2020,NA,"Duck",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"7.0114",NA,NA,NA,NA,NA,"2007","wild animal"
662," SAMN12438427","Escherichia coli","USA:WA","animal","Gallus gallus domesticus (chicken)",1987,NA,"Gallus gallus domesticus (chicken)",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"87.2010",NA,NA,NA,NA,NA,"1987","animal"
663," SAMN12438419","Escherichia coli","USA:WA","animal","Gallus gallus domesticus (chicken)",1987,NA,"Gallus gallus domesticus (chicken)",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"87.1742",NA,NA,NA,NA,NA,"1987","animal"
664," SAMN04279469","Escherichia coli","USA:WA","animal","duck cloacae",2007,"cloacae","duck",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"MOD1-EC5131","clinical/host-associated","7.1146",NA,NA,NA,"2007-03-06","wild animal"
665," SAMN04279468","Escherichia coli","USA:WA","animal","duck cloacae",2007,"cloacae","duck",NA,NA,NA,"Pennsylvania State University | Escherichia coli Reference Center",NA,"MOD1-EC5130","clinical/host-associated","7.1139",NA,NA,NA,"2007-03-06","wild animal"
666," SAMN25553781","Escherichia coli","USA:WA","animal","horse",2020,NA,"horse",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Infection","2020-05-08","animal"
667," SAMN25553780","Escherichia coli","USA:WA","animal","horse",2020,NA,"horse",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Septicemia","2020-05-07","animal"
668," SAMN25415161","Escherichia coli","USA:WA","animal","dog",2020,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"infection","2020-11-17","animal"
669," SAMN25415160","Escherichia coli","USA:WA","animal","dog",2020,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"infection","2020-09-24","animal"
670," SAMN25415159","Escherichia coli","USA:WA","animal","dog",2020,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2020-09-25","animal"
671," SAMN25415158","Escherichia coli","USA:WA","animal","dog",2020,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Infection","2020-08-18","animal"
672," SAMN25415149","Escherichia coli","USA:WA","animal","cow",2020,NA,"cow",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"mastitis","2020-06-30","animal"
673," SAMN25289171","Escherichia coli","USA:WA","animal","chicken",2020,NA,"chicken",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Salpingitis","2020-12-22","animal"
674," SAMN25289170","Escherichia coli","USA:WA","animal","chicken",2020,NA,"chicken",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Salpingitis","2020-06-30","animal"
675," SAMN25289115","Escherichia coli","USA:WA","animal","cat",2020,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2020-12-17","animal"
676," SAMN25289114","Escherichia coli","USA:WA","animal","cat",2020,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2020-08-18","animal"
677," SAMN25289113","Escherichia coli","USA:WA","animal","cat",2020,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2020-06-11","animal"
678," SAMN25289112","Escherichia coli","USA:WA","animal","cat",2020,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2020-03-02","animal"
679," SAMN25289111","Escherichia coli","USA:WA","animal","cat",2020,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2020-02-09","animal"
680," SAMN25232966","Escherichia coli","USA:WA","animal","pig",2019,NA,"pig",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Septic Joint","2019-10-13","animal"
681," SAMN25232926","Escherichia coli","USA:WA","animal","horse",2019,NA,"horse",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2019-12-05","animal"
682," SAMN25232925","Escherichia coli","USA:WA","animal","horse",2019,NA,"horse",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Abscess","2019-07-12","animal"
683," SAMN25232924","Escherichia coli","USA:WA","animal","horse",2019,NA,"horse",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"endometritis","2019-05-13","animal"
684," SAMN24849109","Escherichia coli","USA:WA","animal","Animal-Cattle-Steer (cecal)",2021,"Animal-Cattle-Steer (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12208260",NA,NA,NA,NA,NA,"2021","animal"
685," SAMN24849098","Escherichia coli","USA:WA","animal","Animal-Chicken-Young Chicken (cecal)",2021,"Animal-Chicken-Young Chicken (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12108061",NA,NA,NA,NA,NA,"2021","animal"
686," SAMN24718543","Escherichia coli","USA:WA","animal","cow",2019,NA,"cow",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Abortion","2019-12-16","animal"
687," SAMN24718427","Escherichia coli","USA:WA","animal","cat",2019,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Chronic Kidney Disease","2019-12-16","animal"
688," SAMN24589423","Escherichia coli","USA:WA","animal","cat",2019,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2019-08-22","animal"
689," SAMN24589422","Escherichia coli","USA:WA","animal","cat",2019,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2019-05-01","animal"
690," SAMN24589310","Escherichia coli","USA:WA","animal","cat",2018,NA,"cat",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Septic bowel","2018-06-05","animal"
691," SAMN07410535","Escherichia coli","USA:WA",NA,"ear",2017,"ear",NA,NA,NA,NA,"WADDL",NA,"ECOL-17-VL-OH-WA-0012","environmental/food/other","CFSAN065817","clinical/research",NA,NA,"2017-03",NA
693," SAMN03997210","Escherichia coli","USA:WA",NA,NA,NA,NA,NA,NA,NA,NA,"NMSU",NA,"NMSU-00196","environmental/food/other","SEA13H49; CFSAN037028","clinical/research","O26",NA,NA,NA
694," SAMN03997209","Escherichia coli","USA:WA",NA,NA,NA,NA,NA,NA,NA,NA,"NMSU",NA,"NMSU-00195","environmental/food/other","SEA13H50; CFSAN037027","clinical/research","O26",NA,NA,NA
695," SAMN23828480","Escherichia coli","USA:WA","animal","Animal-Chicken-Young Chicken (cecal)",2021,"Animal-Chicken-Young Chicken (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12107446",NA,NA,NA,NA,NA,"2021","animal"
696," SAMN23796877","Escherichia coli","USA:WA","animal","Animal-Cattle-Heifer (cecal)",2021,"Animal-Cattle-Heifer (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12106951",NA,NA,NA,NA,NA,"2021","animal"
697," SAMN22894332","Escherichia coli","USA:WA","animal","Animal-Cattle-Steer (cecal)",2021,"Animal-Cattle-Steer (cecal)",NA,NA,NA,NA,"USDA-FSIS",NA,"FSIS12142167",NA,NA,NA,NA,NA,"2021","animal"
698," SAMN16313289","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"WA State DOH",NA,"PNUSAE061426",NA,"342381-014-858",NA,NA,NA,"2019-10-14","environmental"
699," SAMN18634049","Escherichia coli","USA:WA","animal","Urine (Canis lupus familiaris)",2020,"Urine (Canis lupus familiaris)",NA,NA,NA,NA,"Washington State University Washington Animal Disease Diagnostic Laboratory",NA,"ECOL-20-VL-OH-WA-0012",NA,NA,NA,NA,NA,"2020-03-13","animal"
700," SAMN18634047","Escherichia coli","USA:WA","animal","Urine (Canis lupus familiaris)",2020,"Urine (Canis lupus familiaris)",NA,NA,NA,NA,"Washington State University Washington Animal Disease Diagnostic Laboratory",NA,"ECOL-20-VL-OH-WA-0006",NA,NA,NA,NA,NA,"2020-02-06","animal"
701," SAMN18634045","Escherichia coli","USA:WA","animal","Urine (Canis lupus familiaris)",2020,"Urine (Canis lupus familiaris)",NA,NA,NA,NA,"Washington State University Washington Animal Disease Diagnostic Laboratory",NA,"ECOL-20-VL-OH-WA-0001",NA,NA,NA,NA,NA,"2020-01-06","animal"
702," SAMN18634029","Escherichia coli","USA:WA","animal","BCB (Canis lupus familiaris)",2019,"BCB (Canis lupus familiaris)",NA,NA,NA,NA,"Washington State University Washington Animal Disease Diagnostic Laboratory",NA,"ECOL-19-VL-OH-WA-0043",NA,NA,NA,NA,NA,"2019-12","animal"
703," SAMN21217687","Escherichia coli","USA:WA","animal","dog",2020,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2020-03-16","animal"
704," SAMN21217686","Escherichia coli","USA:WA","animal","dog",2020,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Cholangitis","2020-01-14","animal"
705," SAMN21217685","Escherichia coli","USA:WA","animal","dog",2020,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2020-01-08","animal"
706," SAMN21217595","Escherichia coli","USA:WA","animal","dog",2019,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"UTI","2019-11-20","animal"
707," SAMN21217594","Escherichia coli","USA:WA","animal","dog",2019,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Abscess","2019-11-07","animal"
708," SAMN21217593","Escherichia coli","USA:WA","animal","dog",2019,NA,"dog",NA,NA,NA,"Washington State University Animal Disease Diagnostic Laboratory, Pullman, WA",NA,NA,NA,NA,NA,NA,"Cholecystitis","2019-09-23","animal"
